name,КСР код,КСР наименование,ref_unit
Дождеприемные колодцы ВД-8 ∅800мм,23.61.12.159.05.1.01.09-0117-000,"Плиты перекрытий железобетонные для смотровых колодцев водопроводных и канализационных сетей, объем до 0,2 м3, бетон В15, расход арматуры от 50 до 100 кг/м3",м3
Плита теплотрасс ПТ300.150.14 (2990x1480x140) В20,23.61.12.159.05.1.01.09-0119-000,"Плиты перекрытий железобетонные для смотровых колодцев водопроводных и канализационных сетей, объем до 0,6 м3, бетон В15, расход арматуры от 100 до 150 кг/м3",м3
плита перекрытия ПТ 300.150.14 по серии 3.006.1-8.3-1-13,23.61.12.159.05.1.01.09-0119-000,"Плиты перекрытий железобетонные для смотровых колодцев водопроводных и канализационных сетей, объем до 0,6 м3, бетон В15, расход арматуры от 100 до 150 кг/м3",м3
Плита покрытия ПТ 300.120.12-15,23.61.12.142.05.1.06.05-0001-000,"Плиты покрытий и перекрытий лотков и каналов железобетонные, объем до 1,3 м3, бетон В15, расход арматуры до 50 кг/м3",м3
Плита покрытия ПТ 300.120.12-15,23.61.12.142.05.1.06.05-0001-000,"Плиты покрытий и перекрытий лотков и каналов железобетонные, объем до 1,3 м3, бетон В15, расход арматуры до 50 кг/м3",м3
Плита покрытия ПТ 75.120.12-12,23.61.12.142.05.1.06.05-0001-000,"Плиты покрытий и перекрытий лотков и каналов железобетонные, объем до 1,3 м3, бетон В15, расход арматуры до 50 кг/м3",м3
Плита покрытия ПТ 75.120.12-12,23.61.12.142.05.1.06.05-0001-000,"Плиты покрытий и перекрытий лотков и каналов железобетонные, объем до 1,3 м3, бетон В15, расход арматуры до 50 кг/м3",м3
Изделия теплоизоляционные из базальтового волокна BOS-VENT-50-1 НФ-МС-6000.1200.50,23.99.19.111.12.2.05.11-0027-000,"Плиты теплоизоляционные из минеральной ваты на основе базальтовых пород, НГ, плотность 30-40 кг/м3, теплопроводность не более 0,036 Вт/(м*К), прочность на сжатие при 10 % линейной деформации не менее 0,5 кПа",м3
Ламельные маты кашированные неармированной фольгой б 50 мм BOS-VENT-50-1НФ-1НС или аналог,23.99.19.111.12.2.05.11-0027-000,"Плиты теплоизоляционные из минеральной ваты на основе базальтовых пород, НГ, плотность 30-40 кг/м3, теплопроводность не более 0,036 Вт/(м*К), прочность на сжатие при 10 % линейной деформации не менее 0,5 кПа",м3
Плиты пенополистирольные экструзионные ТЕХНОНИКОЛЬ CARBON PROF 1180x580x50-1,22.21.41.112.12.2.05.09-0021-000,"Плиты теплоизоляционные из экструдированного пенополистирола, плотность 25-28 кг/м3, теплопроводность при 25±5 °C не более 0,033 Вт/(м*К)",м3
Экструдированный пенополистирол ТЕХНОНИКОЛЬ CARBON PROF 50 мм,22.21.41.112.12.2.05.09-0021-000,"Плиты теплоизоляционные из экструдированного пенополистирола, плотность 25-28 кг/м3, теплопроводность при 25±5 °C не более 0,033 Вт/(м*К)",м3
Плиты пенополистирольные экструзионные ТЕХНОНИКОЛЬ CARBON PROF 1180x580x50-L,22.21.41.112.12.2.05.09-0021-000,"Плиты теплоизоляционные из экструдированного пенополистирола, плотность 25-28 кг/м3, теплопроводность при 25±5 °C не более 0,033 Вт/(м*К)",м3
Экструдированный пенополистирол ТЕХНОНИКОЛЬ CARBON PROF 50 мм,22.21.41.112.12.2.05.09-0021-000,"Плиты теплоизоляционные из экструдированного пенополистирола, плотность 25-28 кг/м3, теплопроводность при 25±5 °C не более 0,033 Вт/(м*К)",м3
Плита ЦСП 10x1200x3200мм (ГОСТ 23816-2016) 28шт,23.65.11.000.01.6.01.10-1024-000,"Плиты цементно-стружечные нешлифованные ЦСП-2, толщина 10 мм",м2
Цементно-стружечная плита (ЦСП) 3200*1250*10 мм,23.65.11.000.01.6.01.10-1024-000,"Плиты цементно-стружечные нешлифованные ЦСП-2, толщина 10 мм",м2
Плита ЦСП 12x1200x3200мм (ГОСТ 23816-2016) 23шт,23.65.11.000.01.6.01.10-1026-000,"Плиты цементно-стружечные нешлифованные ЦСП-2, толщина 12 мм",м2
Цементно-стружечная плита (ЦСП) 3200*1250*10 мм,23.65.11.000.01.6.01.10-1026-000,"Плиты цементно-стружечные нешлифованные ЦСП-2, толщина 12 мм",м2
Плита OSB-3 2500*1250*09 мм,16.21.13.000.11.2.09.05-0024-000,"Плиты древесные строительные с ориентированной стружкой, тип OSB-3, толщина 12 мм",м2
Плита OSB-3 2500х1250х18мм,16.21.13.000.11.2.09.05-0024-000,"Плиты древесные строительные с ориентированной стружкой, тип OSB-3, толщина 12 мм",м2
Плита OSB-3 2500*1250*18мм,16.21.13.000.11.2.09.05-0024-000,"Плиты древесные строительные с ориентированной стружкой, тип OSB-3, толщина 12 мм",м2
Плита OSB 18 мм 2500х1250,16.21.13.000.11.2.09.05-0024-000,"Плиты древесные строительные с ориентированной стружкой, тип OSB-3, толщина 12 мм",м2
Плита OSB-3 2500x1250x18мм,16.21.13.000.11.2.09.05-0026-000,"Плиты древесные строительные с ориентированной стружкой, тип OSB-3, толщина 18 мм",м2
Плита OSB-3 2500х1250х18мм,16.21.13.000.11.2.09.05-0026-000,"Плиты древесные строительные с ориентированной стружкой, тип OSB-3, толщина 18 мм",м2
Гибкая подводка 60см 1/2 РВ/РВ,22.19.73.119.18.2.06.08-0011-000,"Подводки гибкие армированные резиновые, диаметр 15 мм, длина 300 мм",10 шт
"Подводка гибкая для воды   1/2"" г-г L=0.6м",22.19.73.119.18.2.06.08-0011-000,"Подводки гибкие армированные резиновые, диаметр 15 мм, длина 300 мм",10 шт
Поддон деревянный (Возвратная тара),16.23.19.000.11.2.04.06-0061-000,"Поддон деревянный (евро), размеры 1200х800 мм",шт
Поддон деревянный (Возвратная тара),16.23.19.000.11.2.04.06-0061-000,"Поддон деревянный (евро), размеры 1200х800 мм",шт
"Маты компенсационные из вспененного полиэтилена, 1000x2000мм, толщиной 45 мм",22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
"Маты компенсационные из вспененного полиэтилена, 1000x2000мм, толщиной 45 мм",22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
"Маты компенсационные из вспененного полиэтилена, 1000х2000мм, толщиной 45 мм",22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
"Маты компенсационные из вспененного полиэтилена, 1000х2000мм, толщиной 45 мм",22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
Подложка 40 мм Порилекс НПЭ Л 40х1000х2000 Натура /ППИ-М40 (Вспененный полиэтилен) (2 м.кв.=1шт.),22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
Подложка 40 мм Порилекс НПЭ Л 40х1000х2000 Натура /ППИ-М40 (Вспененный полиэтилен) (2 м.кв.=1шт.),22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
"Подложка из вспененного полиэтилена 10мм (26,25м2)",22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
"Подложка НПЭ 10мм 1,05х25м (26,25м2)",22.21.41.110.11.3.03.08-0004-000,"Подложка из вспененного полиэтилена под паркет и ламинат, толщина 2 мм",10 м2
Опорная подушка ОП-2,23.61.12.159.05.1.08.09-0001-000,"Подушки опорные железобетонные, объем от 0,003 до 0,006 м3, бетон В15, расход арматуры от 150 до 200 кг/м3",м3
Опорная подушка ОП-2,23.61.12.159.05.1.08.09-0001-000,"Подушки опорные железобетонные, объем от 0,003 до 0,006 м3, бетон В15, расход арматуры от 150 до 200 кг/м3",м3
Опорная подушка ОПТ-1,23.61.12.159.05.1.08.09-0001-000,"Подушки опорные железобетонные, объем от 0,003 до 0,006 м3, бетон В15, расход арматуры от 150 до 200 кг/м3",м3
Опорная подушка ОПТ-1,23.61.12.159.05.1.08.09-0001-000,"Подушки опорные железобетонные, объем от 0,003 до 0,006 м3, бетон В15, расход арматуры от 150 до 200 кг/м3",м3
Опорная подушка ОПТ-1 по серии 3.006.1-8 . Опорная подушка 35-40 раб. дней,23.61.12.159.05.1.08.09-0001-000,"Подушки опорные железобетонные, объем от 0,003 до 0,006 м3, бетон В15, расход арматуры от 150 до 200 кг/м3",м3
Опорная подушка ОПТ-1,23.61.12.159.05.1.08.09-0001-000,"Подушки опорные железобетонные, объем от 0,003 до 0,006 м3, бетон В15, расход арматуры от 150 до 200 кг/м3",м3
Полоса 40x4,27.33.13.130.20.2.08.04-0001-000,"Полоса К-106, сечение 40х4 мм",шт
Полоса стальная горячеоцинкованная 4х40 мм NC2444,27.33.13.130.20.2.08.04-0001-000,"Полоса К-106, сечение 40х4 мм",шт
Полоса 40x4 мм 3 м,27.33.13.130.20.2.08.04-0001-000,"Полоса К-106, сечение 40х4 мм",шт
"Полоса 40х4 мм, горячеоцинкованная, бухта 40 м 5052 DIN 40X4",27.33.13.130.20.2.08.04-0001-000,"Полоса К-106, сечение 40х4 мм",шт
Полоса 40x4 горячеоцинкованная,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная горячеоцинкованная 4х40 мм NC2444,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 40x4 мм, горячеоцинкованная сталь",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная оцинкованная 40х4мм NC2444 DKC,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса 40x4 оцинк.,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная горячеоцинкованная 4х40 мм NC2444,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 40x4, горячеоцинкованная",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 40х4 мм, горячеоцинкованная сталь NC2444 DKC",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса оцинкованная 4x25 бухта,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 25х4 мм, горячеоцинкованная, бухта 40 м 5052 DIN 40X5",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса оцинкованная 4x40 бухта,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 40х4 мм, горячеоцинкованная, бухта 40 м 5052 DIN 40X4",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная оцинкованная 25х4 мм,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 25х4 мм, горячеоцинкованная, бухта 40 м 5052 DIN 40X5",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная оцинкованная 40x4 мм,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Сталь полосовая 40х4, гор. цинк.",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная оцинкованная 40x4 мм (*склад),27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Сталь полосовая 40х4, гор. цинк.",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
Полоса стальная оцинкованная 40х4 мм,27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"Полоса 40х4 мм, горячеоцинкованная, бухта 40 м 5052 DIN 40X4",27.33.13.130.20.2.08.04-0031-000,"Полоса К-106ц, оцинкованная, сечение 40х4 мм",шт
"S10309, Полоса стальная оцинкованная, 4x40мм",27.33.13.130.20.2.08.04-0032-000,"Полоса стальная оцинкованная перфорированная, размеры 3х40х2000 мм",шт
Полоса стальная горячеоцинкованная 4х40 мм NC2444,27.33.13.130.20.2.08.04-0032-000,"Полоса стальная оцинкованная перфорированная, размеры 3х40х2000 мм",шт
Полоса стальная горячеоцинкованная 4x40 мм,27.33.13.130.20.2.08.04-0032-000,"Полоса стальная оцинкованная перфорированная, размеры 3х40х2000 мм",шт
Полоса стальная горячеоцинкованная 4х40 мм NC2444,27.33.13.130.20.2.08.04-0032-000,"Полоса стальная оцинкованная перфорированная, размеры 3х40х2000 мм",шт
Полоса стальная оцинкованная 25x4 СП (50 кг/),27.33.13.130.20.2.08.04-0032-000,"Полоса стальная оцинкованная перфорированная, размеры 3х40х2000 мм",шт
Плоский проводник из оцинкованной стали 25х4 мм 5019360,27.33.13.130.20.2.08.04-0032-000,"Полоса стальная оцинкованная перфорированная, размеры 3х40х2000 мм",шт
"Холстопрошивное полотно (ХПП) белое рулон 50м ширина 1,5 м",23.14.12.190.01.7.12.16-0071-000,"Полотно холстопрошивное стекловолокнистое (стеклохолст), теплопроводность при температуре +25 °C не более 0,050 Вт/(м*К), диапазон рабочих температур от -200 до +550 °C, поверхностная плотность 450 г/м2",10 м2
Холстопрошивное полотно (ХПП) белое 50см х 150м,23.14.12.190.01.7.12.16-0071-000,"Полотно холстопрошивное стекловолокнистое (стеклохолст), теплопроводность при температуре +25 °C не более 0,050 Вт/(м*К), диапазон рабочих температур от -200 до +550 °C, поверхностная плотность 450 г/м2",10 м2
"Цемент 25 кг М-500 (ЦЕМ I - 42,5 Н) БЦК",23.51.12.111.03.2.01.01-0003-000,"Портландцемент общестроительного назначения бездобавочный М500 Д0 (ЦЕМ I 42,5Н)",т
"Цемент 25 кг М-500 (ЦЕМ I - 42,5 Н) БЦК",23.51.12.111.03.2.01.01-0003-000,"Портландцемент общестроительного назначения бездобавочный М500 Д0 (ЦЕМ I 42,5Н)",т
"Цемент М500 ЦЕМ I 42,5Н 50кг",23.51.12.111.03.2.01.01-0003-000,"Портландцемент общестроительного назначения бездобавочный М500 Д0 (ЦЕМ I 42,5Н)",т
"Цемент CEM I 42,5N ""Евроцемент"" 50 кг (39 шт/подд)",23.51.12.111.03.2.01.01-0003-000,"Портландцемент общестроительного назначения бездобавочный М500 Д0 (ЦЕМ I 42,5Н)",т
Праймер битумный Profimast быстросохнущий 20 л/17 кг,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Мастика гидроизоляционная ""Технониколь"" №24",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный готовый 18 л,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Праймер битумный Технониколь № 01 (или аналог), ср. расход 0,25 кг/м2",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный готовый МПК КРЗ,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер Технониколь №01,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Праймер битумный Икопал 21,5л (16кг)",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер Технониколь №01,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный Технониколь №01 (20 л),20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный Технониколь № 01 (или аналог),20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Праймер битумный ТЕХНОНИКОЛЬ №01 , ведро 20л, шт",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
праймер битумный ТЕХНОНИКОЛЬ № 01 (или аналог),20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный ТЕХНОНИКОЛЬ №01 ведро 20 л,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный Технониколь № 01 (или аналог),20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Праймер битумный ТЕХНОНИКОЛЬ №01, ведро 20 л",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер Технониколь №01,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Праймер битумный ТехноНИКОЛЬ №01, ведро 20 л (16 кг)",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер битумный Технониколь № 01 (или аналог),20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
ТЕХНОНИКОЛЬ Праймер битумный №01 (20л),20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер Технониколь №01,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
"Технониколь Праймер битумный №01, ведро 20 л TN352606",20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Праймер Технониколь №01,20.30.12.140.01.2.03.05-0001-000,Праймер битумно-полимерный для подготовки (грунтования) изолируемой поверхности перед нанесением битумно-полимерных гидроизоляционных материалов,кг
Провод СИП-2 3x150+1x95 (м) ЭМ-КАБЕЛЬ,27.32.14.120.21.2.01.01-0012-000,"Провод самонесущий изолированный СИП-1 3х150+1х95-0,6/1",1000 м
3*150+1*70 сип кабель,27.32.14.120.21.2.01.01-0012-000,"Провод самонесущий изолированный СИП-1 3х150+1х95-0,6/1",1000 м
"Кабель ПВС 3*1,5 380V (бухта)",27.32.13.131.21.2.03.03-0102-000,Провод силовой гибкий с медными жилами ПВС 3х4,1000 м
"Провод медный в изоляции из ПВХ, сечением 3х1,5мм² ПВС ГОСТ 31996-2012",27.32.13.131.21.2.03.03-0102-000,Провод силовой гибкий с медными жилами ПВС 3х4,1000 м
"Провод ПуВ (ПВ 1) 1,5 (ж/з) (500м)",27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
"Провод для монтажа ПуВ 1х1,5",27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Провод ПуВ (ПВ 1) 16 (ж/з) * в наличии в Калининграде,27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Кабель желто-зеленый КГ с медной жилой 1х16 кв.мм.,27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Провод ПуВ (ПВ 1) 6 (ж/з),27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Кабель желто-зеленый КГ с медной жилой 1х6 кв.мм.,27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Провод ПуВ (ПВ 1) 6 (ж/з) * в наличии в Калининграде,27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Кабель желто-зеленый КГ с медной жилой 1х6 кв.мм.,27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Провод ПуВ (ПВ 1)16 (ж/з),27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Кабель желто-зеленый КГ с медной жилой 1х16 кв.мм.,27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
"Провод ПУВ 1,5 ж/з",27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
"Провод для монтажа ПуВ 1х1,5",27.32.13.131.21.2.03.05-0041-000,"Провод силовой установочный с медными жилами ПуВ 1х0,5-450",1000 м
Провод ПуГВнг(А)-LS 1х10 ж/з БРЭКС БРЭКС (№222/1 бар 8),27.32.13.131.21.2.03.05-0053-000,Провод силовой установочный с медными жилами ПуВ 1х10-450,1000 м
КГ1х10 кабель (провод) желто-зеленый,27.32.13.131.21.2.03.05-0053-000,Провод силовой установочный с медными жилами ПуВ 1х10-450,1000 м
Провод ПуВ 1х1.5 Б 450/750В (бухта) (м) ПромЭл 11854560,27.32.13.131.21.2.03.05-0043-000,Провод силовой установочный с медными жилами ПуВ 1х1-450,1000 м
"Провод для монтажа ПуВ 1х1,5",27.32.13.131.21.2.03.05-0043-000,Провод силовой установочный с медными жилами ПуВ 1х1-450,1000 м
"Провод ПуВ (ПВ-1) 1х2,5 ГОСТ черный",27.32.13.131.21.2.03.05-0047-000,"Провод силовой установочный с медными жилами ПуВ 1х2,5-450",1000 м
"Провод с медной жилой сечением 1х2,5",27.32.13.131.21.2.03.05-0047-000,"Провод силовой установочный с медными жилами ПуВ 1х2,5-450",1000 м
Провод ПуГВ 1*16(PE) - 450/750 ГОСТ 31947-2012,27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод медный гибкий установочный (монтажный) желто-зеленый, сечением 1х16мм² ПВ-3 (ПуГВ) ГОСТ 31996-2012",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
Провод ПуГВ 1*16(PE) - 450/750 ТУ 3500-022-59680332-2011  ГОСТ 31947-2012,27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод медный гибкий установочный (монтажный) желто-зеленый, сечением 1х16мм² ПВ-3 (ПуГВ) ГОСТ 31996-2012",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод ПуГВ 1,5 «белый» ПуГВнг(A)-LSLTx",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод ПуГВ 1,5 «белый» ПуГВнг(A)-LSLTx",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
Провод ПуГВ 16 ж/з,27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод медный гибкий установочный (монтажный) желто-зеленый, сечением 1х16мм² ПВ-3 (ПуГВ) ГОСТ 31996-2012",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод ПуГВ 2,5 «белый» ПуГВнг(A)-LSLTx",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод ПуГВ 2,5 «белый» ПуГВнг(A)-LSLTx",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
Провод ПуГВ 4 «белый» ПуГВнг(A)-LSLTx,27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
Провод ПуГВ 4 «белый» ПуГВнг(A)-LSLTx,27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод ПуГВ 6,0 «белый» ПуГВнг(A)-LSLTx",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
"Провод ПуГВ 6,0 «белый» ПуГВнг(A)-LSLTx",27.32.13.131.21.2.03.05-0060-000,"Провод силовой установочный с медными жилами ПуГВ 1х0,5-450",1000 м
Провод ПуГВ 1х16 С 450/750В (м) ЭЛЕКТРОКАБЕЛЬ НН,27.32.13.131.21.2.03.05-1076-000,Провод силовой установочный с медными жилами ПуГВ 1х16-450,1000 м
"Провод медный гибкий установочный (монтажный) желто-зеленый, сечением 1х16мм² ПВ-3 (ПуГВ) ГОСТ 31996-2012",27.32.13.131.21.2.03.05-1076-000,Провод силовой установочный с медными жилами ПуГВ 1х16-450,1000 м
Провод ПуГВ 1х16(PE) 450/750В ТУ 16-705.501-2010 (ГОСТ 31947-2012) (Электрокабель),27.32.13.131.21.2.03.05-1076-000,Провод силовой установочный с медными жилами ПуГВ 1х16-450,1000 м
"Провод медный гибкий установочный (монтажный) желто-зеленый, сечением 1х16мм² ПВ-3 (ПуГВ) ГОСТ 31996-2012",27.32.13.131.21.2.03.05-1076-000,Провод силовой установочный с медными жилами ПуГВ 1х16-450,1000 м
Провод ПуГВ 1х16(РЕ) 450/750ВТУ 16-705.501-2010 (ГОСТ 31947-2012) (Электрокабель),27.32.13.131.21.2.03.05-1076-000,Провод силовой установочный с медными жилами ПуГВ 1х16-450,1000 м
"Провод медный гибкий установочный (монтажный) желто-зеленый, сечением 1х16мм² ПВ-3 (ПуГВ) ГОСТ 31996-2012",27.32.13.131.21.2.03.05-1076-000,Провод силовой установочный с медными жилами ПуГВ 1х16-450,1000 м
Провод ПуГВ 1x50 Черный 450/750В,27.32.13.131.21.2.03.05-0076-000,Провод силовой установочный с медными жилами ПуГВ 1х50-450,1000 м
Кабель черный или коричневый КГ с медной жилой 1х50 кв.мм.,27.32.13.131.21.2.03.05-0076-000,Провод силовой установочный с медными жилами ПуГВ 1х50-450,1000 м
